CaseID,StructID,GM_ID,gm_file,gm_dt_sec,gm_unit,gm_scale,k_global_scale,qy_global_scale,mass_scale,damping_ratio,alpha_post,story_height_m,n_story,k1_scale,k2_scale,k3_scale,k4_scale,k5_scale,qy1_scale,qy2_scale,qy3_scale,qy4_scale,qy5_scale,K1_N_per_m,K2_N_per_m,K3_N_per_m,K4_N_per_m,K5_N_per_m,Qy1_N,Qy2_N,Qy3_N,Qy4_N,Qy5_N,floor_mass_kg,model_type,run_status,success,message,top_disp_max_m,max_story_drift,base_shear_max_N,analysis_time_sec
Case0264,Struct0132,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0404,0.9827,0.8881,0.0249,0.049,3.099,5,0.9599,1.0208,0.9548,0.9203,0.905,0.9861,0.952,1.1468,1.03,1.0369,179762392.8,175236652.8,149006088,129259816.2,112987440,3876161.88,3461462.48,3831665.22,3137761.1,2853092.56,222025,5-story shear model,pending,,,,,,
Case0265,Struct0133,EI,ground_motion/ei3.txt,0.02,g,1,1.1872,0.7892,1.0557,0.04,0.0134,3.449,5,1.0969,0.9244,0.9733,0.9385,1.0056,0.8778,0.9367,1.0508,0.9018,1.073,234403142.4,181078867.2,173325264,150415272,143261798.4,2771039.04,2735201.47,2819590.62,2206271.74,2371072.48,263925,5-story shear model,pending,,,,,,
Case0266,Struct0133,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1872,0.7892,1.0557,0.04,0.0134,3.449,5,1.0969,0.9244,0.9733,0.9385,1.0056,0.8778,0.9367,1.0508,0.9018,1.073,234403142.4,181078867.2,173325264,150415272,143261798.4,2771039.04,2735201.47,2819590.62,2206271.74,2371072.48,263925,5-story shear model,pending,,,,,,
Case0267,Struct0134,EI,ground_motion/ei3.txt,0.02,g,1,0.7652,0.7823,1.1867,0.0562,0.0147,3.111,5,1.058,1.1479,1.1444,1.0617,1.0041,1.1245,1.0597,0.9211,1.012,1.0697,145724688,144931558.2,131354232,109675733.4,92200478.4,3518785.4,3067312.25,2449960.2,2454231.56,2343113.67,296675,5-story shear model,pending,,,,,,
Case0268,Struct0134,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7652,0.7823,1.1867,0.0562,0.0147,3.111,5,1.058,1.1479,1.1444,1.0617,1.0041,1.1245,1.0597,0.9211,1.012,1.0697,145724688,144931558.2,131354232,109675733.4,92200478.4,3518785.4,3067312.25,2449960.2,2454231.56,2343113.67,296675,5-story shear model,pending,,,,,,
Case0269,Struct0135,EI,ground_motion/ei3.txt,0.02,g,1,0.9692,1.0551,1.082,0.0705,0.0284,3.574,5,1.1251,0.9524,0.9356,0.9285,1.1336,1.072,0.9377,1.1447,1.0236,1.038,196280445.6,152305903.2,136017528,121486797,131842214.4,4524268.8,3660658.9,4106428.1,3348001.12,3066542.64,270500,5-story shear model,pending,,,,,,
Case0270,Struct0135,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9692,1.0551,1.082,0.0705,0.0284,3.574,5,1.1251,0.9524,0.9356,0.9285,1.1336,1.072,0.9377,1.1447,1.0236,1.038,196280445.6,152305903.2,136017528,121486797,131842214.4,4524268.8,3660658.9,4106428.1,3348001.12,3066542.64,270500,5-story shear model,pending,,,,,,
Case0271,Struct0136,EI,ground_motion/ei3.txt,0.02,g,1,0.8061,0.7965,1.1603,0.0346,0.0202,3.093,5,1.1258,0.8796,1.1093,1.0611,0.9938,1.1477,0.9358,0.8574,1.0178,1.0513,163351328.4,116992517.4,134131009.5,115472615.9,96132261.6,3656572.2,2757849.39,2321924.94,2513100.87,2344609.26,290075,5-story shear model,pending,,,,,,
Case0272,Struct0136,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8061,0.7965,1.1603,0.0346,0.0202,3.093,5,1.1258,0.8796,1.1093,1.0611,0.9938,1.1477,0.9358,0.8574,1.0178,1.0513,163351328.4,116992517.4,134131009.5,115472615.9,96132261.6,3656572.2,2757849.39,2321924.94,2513100.87,2344609.26,290075,5-story shear model,pending,,,,,,
Case0273,Struct0137,EI,ground_motion/ei3.txt,0.02,g,1,1.2133,1.2374,1.0461,0.0361,0.0136,3.324,5,0.9904,1.1435,0.8927,0.9456,0.9175,1.1195,0.9377,0.9799,1.1027,0.9048,216297417.6,228922410.8,162466936.5,154885024.8,133584330,5541077.2,4293146.93,4122596.08,4229891.04,3134878.66,261525,5-story shear model,pending,,,,,,
Case0274,Struct0137,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2133,1.2374,1.0461,0.0361,0.0136,3.324,5,0.9904,1.1435,0.8927,0.9456,0.9175,1.1195,0.9377,0.9799,1.1027,0.9048,216297417.6,228922410.8,162466936.5,154885024.8,133584330,5541077.2,4293146.93,4122596.08,4229891.04,3134878.66,261525,5-story shear model,pending,,,,,,
Case0275,Struct0138,EI,ground_motion/ei3.txt,0.02,g,1,1.0449,1.2083,1.106,0.0479,0.0107,3.379,5,1.1052,1.0556,1.0359,1.0333,1.0297,0.8876,0.8731,1.007,1.0542,0.9373,207868226.4,181994412.6,162361786.5,145758848,129112023.6,4289948.32,3903376.9,4136977.54,3948748.57,3171110.85,276500,5-story shear model,pending,,,,,,
Case0276,Struct0138,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0449,1.2083,1.106,0.0479,0.0107,3.379,5,1.1052,1.0556,1.0359,1.0333,1.0297,0.8876,0.8731,1.007,1.0542,0.9373,207868226.4,181994412.6,162361786.5,145758848,129112023.6,4289948.32,3903376.9,4136977.54,3948748.57,3171110.85,276500,5-story shear model,pending,,,,,,
Case0277,Struct0139,EI,ground_motion/ei3.txt,0.02,g,1,0.8719,0.7907,0.891,0.0468,0.041,3.277,5,1.1264,0.8711,0.9355,0.9432,0.9733,1.005,1.0877,0.959,1.0002,1.0359,176779468.8,125319494.9,122349367.5,111020770.8,101834432.4,3178614,3182164.24,2578156.42,2451660.23,2293441.16,222750,5-story shear model,pending,,,,,,
Case0278,Struct0139,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8719,0.7907,0.891,0.0468,0.041,3.277,5,1.1264,0.8711,0.9355,0.9432,0.9733,1.005,1.0877,0.959,1.0002,1.0359,176779468.8,125319494.9,122349367.5,111020770.8,101834432.4,3178614,3182164.24,2578156.42,2451660.23,2293441.16,222750,5-story shear model,pending,,,,,,
Case0279,Struct0140,EI,ground_motion/ei3.txt,0.02,g,1,1.1132,0.8504,1.0106,0.0562,0.0263,3.363,5,0.863,0.8505,1.1269,1.0034,0.9259,0.961,1.1303,0.9893,1.1265,0.9816,172924488,156218139,188169762,150792958.8,123685425.6,3268937.6,3556466.34,2860422.45,2969724.36,2337307.39,252650,5-story shear model,pending,,,,,,
Case0280,Struct0140,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1132,0.8504,1.0106,0.0562,0.0263,3.363,5,0.863,0.8505,1.1269,1.0034,0.9259,0.961,1.1303,0.9893,1.1265,0.9816,172924488,156218139,188169762,150792958.8,123685425.6,3268937.6,3556466.34,2860422.45,2969724.36,2337307.39,252650,5-story shear model,pending,,,,,,
Case0281,Struct0141,EI,ground_motion/ei3.txt,0.02,g,1,0.9781,1.0028,0.9217,0.0585,0.0458,3.022,5,0.9646,1.0675,0.9001,0.9066,0.877,1.1051,0.911,1.1025,1.1461,1.1133,169825546.8,172280088.8,132058171.5,119710637.1,102935244,4432777.12,3380137.96,3758995.8,3562858.15,3125968.27,230425,5-story shear model,pending,,,,,,
Case0282,Struct0141,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9781,1.0028,0.9217,0.0585,0.0458,3.022,5,0.9646,1.0675,0.9001,0.9066,0.877,1.1051,0.911,1.1025,1.1461,1.1133,169825546.8,172280088.8,132058171.5,119710637.1,102935244,4432777.12,3380137.96,3758995.8,3562858.15,3125968.27,230425,5-story shear model,pending,,,,,,
Case0283,Struct0142,EI,ground_motion/ei3.txt,0.02,g,1,1.0607,0.8123,0.8162,0.0323,0.0466,3.549,5,1.0826,1.0632,1.0721,0.9152,0.9035,1.1307,1.0316,1.1133,0.9231,0.9815,206696487.6,186076479.6,170576470.5,131051606.4,115001094,3673870.44,3100484.12,3074734.21,2324485.8,2232362.86,204050,5-story shear model,pending,,,,,,
Case0284,Struct0142,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0607,0.8123,0.8162,0.0323,0.0466,3.549,5,1.0826,1.0632,1.0721,0.9152,0.9035,1.1307,1.0316,1.1133,0.9231,0.9815,206696487.6,186076479.6,170576470.5,131051606.4,115001094,3673870.44,3100484.12,3074734.21,2324485.8,2232362.86,204050,5-story shear model,pending,,,,,,
Case0285,Struct0143,EI,ground_motion/ei3.txt,0.02,g,1,0.9902,1.0103,1.0442,0.0378,0.036,3.327,5,0.8689,1.0812,1.0019,1.134,1.1299,1.1415,0.9066,0.9741,1.0931,0.879,154869260.4,176649699.6,148812207,151589718,134259237.6,4613029.8,3388970.53,3346052.98,3423512.68,2486550.36,261050,5-story shear model,pending,,,,,,
Case0286,Struct0143,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9902,1.0103,1.0442,0.0378,0.036,3.327,5,0.8689,1.0812,1.0019,1.134,1.1299,1.1415,0.9066,0.9741,1.0931,0.879,154869260.4,176649699.6,148812207,151589718,134259237.6,4613029.8,3388970.53,3346052.98,3423512.68,2486550.36,261050,5-story shear model,pending,,,,,,
Case0287,Struct0144,EI,ground_motion/ei3.txt,0.02,g,1,1.1585,1.0253,0.8451,0.0431,0.0185,3.025,5,1.0072,1.072,0.8838,1.0038,0.9477,0.9546,1.0545,0.8597,1.0144,1.1242,210031416,204915480,153582345,156991810.5,131749254,3915005.52,4000361.75,2996931.39,3224199.39,3227398.33,211275,5-story shear model,pending,,,,,,
Case0288,Struct0144,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1585,1.0253,0.8451,0.0431,0.0185,3.025,5,1.0072,1.072,0.8838,1.0038,0.9477,0.9546,1.0545,0.8597,1.0144,1.1242,210031416,204915480,153582345,156991810.5,131749254,3915005.52,4000361.75,2996931.39,3224199.39,3227398.33,211275,5-story shear model,pending,,,,,,
Case0289,Struct0145,EI,ground_motion/ei3.txt,0.02,g,1,1.0652,0.9219,0.8384,0.0654,0.0349,3.296,5,0.9156,0.9791,0.9737,1.1361,0.8738,0.8739,1.0321,1.0828,1.1318,0.9038,175553481.6,172084657.8,155577786,163373452.2,111692611.2,3222593.64,3520524.06,3393993.29,3234559.9,2332997.02,209600,5-story shear model,pending,,,,,,
Case0290,Struct0145,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0652,0.9219,0.8384,0.0654,0.0349,3.296,5,0.9156,0.9791,0.9737,1.1361,0.8738,0.8739,1.0321,1.0828,1.1318,0.9038,175553481.6,172084657.8,155577786,163373452.2,111692611.2,3222593.64,3520524.06,3393993.29,3234559.9,2332997.02,209600,5-story shear model,pending,,,,,,
Case0291,Struct0146,EI,ground_motion/ei3.txt,0.02,g,1,1.0432,1.2187,0.831,0.0747,0.0317,3.067,5,1.0069,0.967,0.922,0.9237,0.9569,1.0552,0.8687,0.9355,1.0785,1.0457,189071654.4,166447776,144274560,130086518.4,119788569.6,5143888.96,3917133.35,3876319.09,4074540.64,3568304.85,207750,5-story shear model,pending,,,,,,
Case0292,Struct0146,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0432,1.2187,0.831,0.0747,0.0317,3.067,5,1.0069,0.967,0.922,0.9237,0.9569,1.0552,0.8687,0.9355,1.0785,1.0457,189071654.4,166447776,144274560,130086518.4,119788569.6,5143888.96,3917133.35,3876319.09,4074540.64,3568304.85,207750,5-story shear model,pending,,,,,,
Case0293,Struct0147,EI,ground_motion/ei3.txt,0.02,g,1,0.9728,0.8663,1.0751,0.0625,0.0494,3.551,5,1.066,1.102,1.0229,0.9015,0.8985,0.8845,0.9374,0.946,0.9073,0.9043,186660864,176884224,149261568,118392192,104887296,3064969.4,3004657.59,2786367.32,2436581.37,2193506.25,268775,5-story shear model,pending,,,,,,
Case0294,Struct0147,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9728,0.8663,1.0751,0.0625,0.0494,3.551,5,1.066,1.102,1.0229,0.9015,0.8985,0.8845,0.9374,0.946,0.9073,0.9043,186660864,176884224,149261568,118392192,104887296,3064969.4,3004657.59,2786367.32,2436581.37,2193506.25,268775,5-story shear model,pending,,,,,,
Case0295,Struct0148,EI,ground_motion/ei3.txt,0.02,g,1,1.1529,0.9665,0.9265,0.0384,0.0134,3.594,5,0.8606,1.0401,1.1265,0.889,0.8918,0.9303,1.0813,1.0994,1.049,1.1052,178593433.2,197856662.9,194811277.5,138365293.5,123378746.4,3596539.8,3866782.86,3612738.34,3142961.35,2990892.24,231625,5-story shear model,pending,,,,,,
Case0296,Struct0148,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1529,0.9665,0.9265,0.0384,0.0134,3.594,5,0.8606,1.0401,1.1265,0.889,0.8918,0.9303,1.0813,1.0994,1.049,1.1052,178593433.2,197856662.9,194811277.5,138365293.5,123378746.4,3596539.8,3866782.86,3612738.34,3142961.35,2990892.24,231625,5-story shear model,pending,,,,,,
Case0297,Struct0149,EI,ground_motion/ei3.txt,0.02,g,1,0.8159,0.8501,0.9359,0.0727,0.0321,3.521,5,0.8994,0.9005,1.073,1.0953,1.0842,0.8939,0.9306,1.0852,0.9235,0.8751,132087682.8,121228461.8,131319105,120643461.5,106151853.6,3039617.56,2927081.32,3136596.97,2433708.79,2082983.03,233975,5-story shear model,pending,,,,,,
Case0298,Struct0149,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8159,0.8501,0.9359,0.0727,0.0321,3.521,5,0.8994,0.9005,1.073,1.0953,1.0842,0.8939,0.9306,1.0852,0.9235,0.8751,132087682.8,121228461.8,131319105,120643461.5,106151853.6,3039617.56,2927081.32,3136596.97,2433708.79,2082983.03,233975,5-story shear model,pending,,,,,,
Case0299,Struct0150,EI,ground_motion/ei3.txt,0.02,g,1,0.8622,0.8344,0.8454,0.028,0.0102,3.152,5,1.0371,0.9042,0.9279,0.8717,0.964,1.0778,1.117,1.0751,1.0969,0.907,160953771.6,128634204.6,120005307,101463264.9,99739296,3597265.28,3448491.76,3050015.7,2837285.42,2119042.24,211350,5-story shear model,pending,,,,,,
Case0300,Struct0150,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8622,0.8344,0.8454,0.028,0.0102,3.152,5,1.0371,0.9042,0.9279,0.8717,0.964,1.0778,1.117,1.0751,1.0969,0.907,160953771.6,128634204.6,120005307,101463264.9,99739296,3597265.28,3448491.76,3050015.7,2837285.42,2119042.24,211350,5-story shear model,pending,,,,,,
Case0301,Struct0151,EI,ground_motion/ei3.txt,0.02,g,1,1.2155,0.7843,1.0439,0.0633,0.0433,3.322,5,1.1165,0.9588,0.9102,1.0316,0.8526,1.139,1.0756,1.1161,0.9227,1.0108,244279035,192294531,165952215,169277823,124360236,3573270.8,3121294.4,2976214.58,2243388.19,2219757.23,260975,5-story shear model,pending,,,,,,
Case0302,Struct0151,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2155,0.7843,1.0439,0.0633,0.0433,3.322,5,1.1165,0.9588,0.9102,1.0316,0.8526,1.139,1.0756,1.1161,0.9227,1.0108,244279035,192294531,165952215,169277823,124360236,3573270.8,3121294.4,2976214.58,2243388.19,2219757.23,260975,5-story shear model,pending,,,,,,
Case0303,Struct0152,EI,ground_motion/ei3.txt,0.02,g,1,0.7725,0.8091,1.1496,0.0581,0.0193,3.469,5,0.9943,1.1465,0.903,1.0798,1.149,0.8595,1.0556,1.0741,0.883,1.0881,138257415,146135756.3,104635125,112609642.5,106512300,2781685.8,3160118.05,2954784.65,2214749.43,2465068.79,287400,5-story shear model,pending,,,,,,
Case0304,Struct0152,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7725,0.8091,1.1496,0.0581,0.0193,3.469,5,0.9943,1.1465,0.903,1.0798,1.149,0.8595,1.0556,1.0741,0.883,1.0881,138257415,146135756.3,104635125,112609642.5,106512300,2781685.8,3160118.05,2954784.65,2214749.43,2465068.79,287400,5-story shear model,pending,,,,,,
Case0305,Struct0153,EI,ground_motion/ei3.txt,0.02,g,1,1.175,0.9606,0.9727,0.021,0.0279,3.56,5,0.9225,1.0536,1.0879,0.9017,1.0021,0.8722,0.966,0.9939,1.0685,1.1374,195108750,204266700,191742375,143032162.5,141296100,3351341.28,3433376.52,3246117.16,3181843.41,3059242.03,243175,5-story shear model,pending,,,,,,
Case0306,Struct0153,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.175,0.9606,0.9727,0.021,0.0279,3.56,5,0.9225,1.0536,1.0879,0.9017,1.0021,0.8722,0.966,0.9939,1.0685,1.1374,195108750,204266700,191742375,143032162.5,141296100,3351341.28,3433376.52,3246117.16,3181843.41,3059242.03,243175,5-story shear model,pending,,,,,,
Case0307,Struct0154,EI,ground_motion/ei3.txt,0.02,g,1,1.1164,0.8625,0.9193,0.0261,0.0162,3.452,5,0.88,0.9351,1.0638,0.8937,1.0178,0.9325,1.0711,1.0303,0.9326,1.1414,176837760,172251030.6,178143948,134693101.8,136352630.4,3217125,3418147.88,3021354.75,2493539.25,2756481,229825,5-story shear model,pending,,,,,,
Case0308,Struct0154,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1164,0.8625,0.9193,0.0261,0.0162,3.452,5,0.88,0.9351,1.0638,0.8937,1.0178,0.9325,1.0711,1.0303,0.9326,1.1414,176837760,172251030.6,178143948,134693101.8,136352630.4,3217125,3418147.88,3021354.75,2493539.25,2756481,229825,5-story shear model,pending,,,,,,
Case0309,Struct0155,EI,ground_motion/ei3.txt,0.02,g,1,1.2014,0.9454,1.1751,0.0233,0.0439,3.539,5,1.0647,0.9907,1.0534,0.8861,0.8634,0.945,0.9959,0.9962,1.016,1.0296,230243504.4,196387451.7,189833214,143715672.9,124474651.2,3573612,3483638.28,3202145.43,2977631.84,2725474.75,293775,5-story shear model,pending,,,,,,
Case0310,Struct0155,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2014,0.9454,1.1751,0.0233,0.0439,3.539,5,1.0647,0.9907,1.0534,0.8861,0.8634,0.945,0.9959,0.9962,1.016,1.0296,230243504.4,196387451.7,189833214,143715672.9,124474651.2,3573612,3483638.28,3202145.43,2977631.84,2725474.75,293775,5-story shear model,pending,,,,,,
Case0311,Struct0156,EI,ground_motion/ei3.txt,0.02,g,1,1.234,0.8342,0.9756,0.0556,0.0313,3.129,5,0.9974,1.1184,1.0369,0.8723,1.149,0.9127,1.0895,1.1255,1.0868,0.9005,221542488,227717424,191930190,145316457,170143920,3045497.36,3362785.33,3192233.14,2810486.54,2103351.88,243900,5-story shear model,pending,,,,,,
Case0312,Struct0156,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.234,0.8342,0.9756,0.0556,0.0313,3.129,5,0.9974,1.1184,1.0369,0.8723,1.149,0.9127,1.0895,1.1255,1.0868,0.9005,221542488,227717424,191930190,145316457,170143920,3045497.36,3362785.33,3192233.14,2810486.54,2103351.88,243900,5-story shear model,pending,,,,,,
Case0313,Struct0157,EI,ground_motion/ei3.txt,0.02,g,1,0.7793,0.8882,1.04,0.0372,0.0214,3.082,5,0.9088,0.8655,1.0522,0.9773,0.8664,1.0337,1.0266,0.8562,1.0769,0.9669,127481011.2,111289884.8,122996919,102817335.2,81022262.4,3672529.36,3373756.64,2585621.26,2965158,2404641.62,260000,5-story shear model,pending,,,,,,
Case0314,Struct0157,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.7793,0.8882,1.04,0.0372,0.0214,3.082,5,0.9088,0.8655,1.0522,0.9773,0.8664,1.0337,1.0266,0.8562,1.0769,0.9669,127481011.2,111289884.8,122996919,102817335.2,81022262.4,3672529.36,3373756.64,2585621.26,2965158,2404641.62,260000,5-story shear model,pending,,,,,,
Case0315,Struct0158,EI,ground_motion/ei3.txt,0.02,g,1,1.2138,0.7755,0.9781,0.0487,0.0319,3.119,5,1.0297,1.0177,0.9419,0.8746,1.0449,0.9545,0.8645,1.1204,0.8815,0.9099,224972974.8,203821902.9,171491733,143314579.8,152195954.4,2960859,2480553.08,2954158.68,2119170.07,1975756.86,244525,5-story shear model,pending,,,,,,
Case0316,Struct0158,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2138,0.7755,0.9781,0.0487,0.0319,3.119,5,1.0297,1.0177,0.9419,0.8746,1.0449,0.9545,0.8645,1.1204,0.8815,0.9099,224972974.8,203821902.9,171491733,143314579.8,152195954.4,2960859,2480553.08,2954158.68,2119170.07,1975756.86,244525,5-story shear model,pending,,,,,,
Case0317,Struct0159,EI,ground_motion/ei3.txt,0.02,g,1,1.0886,0.7729,1.1332,0.0647,0.0145,3.478,5,0.9085,0.9689,1.1021,1.0045,0.9591,0.9492,1.118,1.0424,0.9946,1.0444,178018758,174032849.1,179961909,147622324.5,125289151.2,2934546.72,3197178.14,2739281.26,2383051.65,2260206.93,283300,5-story shear model,pending,,,,,,
Case0318,Struct0159,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.0886,0.7729,1.1332,0.0647,0.0145,3.478,5,0.9085,0.9689,1.1021,1.0045,0.9591,0.9492,1.118,1.0424,0.9946,1.0444,178018758,174032849.1,179961909,147622324.5,125289151.2,2934546.72,3197178.14,2739281.26,2383051.65,2260206.93,283300,5-story shear model,pending,,,,,,
Case0319,Struct0160,EI,ground_motion/ei3.txt,0.02,g,1,1.1731,1.2277,0.8004,0.0796,0.025,3.095,5,0.9671,1.1095,1.1151,0.9377,0.9628,0.8795,0.9559,1.1201,0.9097,1.0955,204210901.8,214756484.3,196218571.5,148502142.5,135535281.6,4319048.6,4342166.19,4675499.02,3462199.94,3765846.98,200100,5-story shear model,pending,,,,,,
Case0320,Struct0160,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1731,1.2277,0.8004,0.0796,0.025,3.095,5,0.9671,1.1095,1.1151,0.9377,0.9628,0.8795,0.9559,1.1201,0.9097,1.0955,204210901.8,214756484.3,196218571.5,148502142.5,135535281.6,4319048.6,4342166.19,4675499.02,3462199.94,3765846.98,200100,5-story shear model,pending,,,,,,
Case0321,Struct0161,EI,ground_motion/ei3.txt,0.02,g,1,1.1408,0.921,1.1223,0.058,0.0331,3.576,5,0.9282,1.0982,1.0496,0.8744,0.954,0.92,1.0943,0.8521,1.1222,0.9767,190600300.8,206716382.4,179607552,134664595.2,130598784,3389280,3729046.11,2668265.94,3203993.22,2518713.96,280575,5-story shear model,pending,,,,,,
Case0322,Struct0161,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1408,0.921,1.1223,0.058,0.0331,3.576,5,0.9282,1.0982,1.0496,0.8744,0.954,0.92,1.0943,0.8521,1.1222,0.9767,190600300.8,206716382.4,179607552,134664595.2,130598784,3389280,3729046.11,2668265.94,3203993.22,2518713.96,280575,5-story shear model,pending,,,,,,
Case0323,Struct0162,EI,ground_motion/ei3.txt,0.02,g,1,0.9789,1.0523,0.8114,0.0481,0.0132,3.192,5,1.1058,0.8867,1.0839,0.8501,0.9821,0.991,0.9056,0.9697,0.8854,0.8765,194844171.6,143218454,159154456.5,112341990.2,115365322.8,4171317.2,3525962.66,3469412.05,2888289.9,2582554.66,202850,5-story shear model,pending,,,,,,
Case0324,Struct0162,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.9789,1.0523,0.8114,0.0481,0.0132,3.192,5,1.1058,0.8867,1.0839,0.8501,0.9821,0.991,0.9056,0.9697,0.8854,0.8765,194844171.6,143218454,159154456.5,112341990.2,115365322.8,4171317.2,3525962.66,3469412.05,2888289.9,2582554.66,202850,5-story shear model,pending,,,,,,
Case0325,Struct0163,EI,ground_motion/ei3.txt,0.02,g,1,0.8187,1.1725,0.9827,0.0336,0.0251,3.428,5,0.927,1.1256,0.9429,1.0515,1.0134,1.0648,1.0139,0.9511,0.9848,1.1301,136608282,152052238.8,115792834.5,116216511.8,99560469.6,4993912,4398551.67,3791560.15,3579501.8,3710118.3,245675,5-story shear model,pending,,,,,,
Case0326,Struct0163,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.8187,1.1725,0.9827,0.0336,0.0251,3.428,5,0.927,1.1256,0.9429,1.0515,1.0134,1.0648,1.0139,0.9511,0.9848,1.1301,136608282,152052238.8,115792834.5,116216511.8,99560469.6,4993912,4398551.67,3791560.15,3579501.8,3710118.3,245675,5-story shear model,pending,,,,,,
Case0327,Struct0164,EI,ground_motion/ei3.txt,0.02,g,1,1.1256,0.7807,0.8978,0.0622,0.0394,3.427,5,0.8707,1.1049,1.1072,0.9509,0.9609,1.101,1.1439,0.9283,0.8748,0.8503,176410785.6,205206447.6,186939648,144494960.4,129790684.8,3438202.8,3304258.1,2464060.95,2117164.72,1858721.79,224450,5-story shear model,pending,,,,,,
Case0328,Struct0164,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.1256,0.7807,0.8978,0.0622,0.0394,3.427,5,0.8707,1.1049,1.1072,0.9509,0.9609,1.101,1.1439,0.9283,0.8748,0.8503,176410785.6,205206447.6,186939648,144494960.4,129790684.8,3438202.8,3304258.1,2464060.95,2117164.72,1858721.79,224450,5-story shear model,pending,,,,,,
Case0329,Struct0165,EI,ground_motion/ei3.txt,0.02,g,1,0.947,1.0294,0.8086,0.0459,0.0331,3.228,5,1.0816,1.0292,0.9723,1.0058,0.8839,0.8601,1.07,0.8618,0.8957,1.1449,184369536,160817646,138115215,128586501,100446396,3541547.76,4075394.6,3016265.53,2858304.1,3299968.17,202150,5-story shear model,pending,,,,,,
Case0330,Struct0165,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.947,1.0294,0.8086,0.0459,0.0331,3.228,5,1.0816,1.0292,0.9723,1.0058,0.8839,0.8601,1.07,0.8618,0.8957,1.1449,184369536,160817646,138115215,128586501,100446396,3541547.76,4075394.6,3016265.53,2858304.1,3299968.17,202150,5-story shear model,pending,,,,,,
Case0331,Struct0166,EI,ground_motion/ei3.txt,0.02,g,1,0.905,1.1668,1.1044,0.0429,0.0229,3.595,5,1.0785,1.0051,1.0402,0.9433,0.9359,1.0025,0.8594,1.0265,0.8686,0.933,175687650,150086557.5,141207150,115247677.5,101638740,4678868,3710167.3,4072248.68,3141795.69,3048148.32,276100,5-story shear model,pending,,,,,,
Case0332,Struct0166,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,0.905,1.1668,1.1044,0.0429,0.0229,3.595,5,1.0785,1.0051,1.0402,0.9433,0.9359,1.0025,0.8594,1.0265,0.8686,0.933,175687650,150086557.5,141207150,115247677.5,101638740,4678868,3710167.3,4072248.68,3141795.69,3048148.32,276100,5-story shear model,pending,,,,,,
Case0333,Struct0167,EI,ground_motion/ei3.txt,0.02,g,1,1.2107,0.9782,0.9433,0.0543,0.0301,3.479,5,0.9463,1.1246,0.8953,1.0636,0.8811,0.906,1.0526,1.0499,1.061,0.8624,206223373.8,224656281.3,162590956.5,173839570.2,128009732.4,3544996.8,3809717.28,3491841.41,3217397.62,2362079.1,235825,5-story shear model,pending,,,,,,
Case0334,Struct0167,NORTHRIDGE,ground_motion/northbridge.txt,0.02,g,1,1.2107,0.9782,0.9433,0.0543,0.0301,3.479,5,0.9463,1.1246,0.8953,1.0636,0.8811,0.906,1.0526,1.0499,1.061,0.8624,206223373.8,224656281.3,162590956.5,173839570.2,128009732.4,3544996.8,3809717.28,3491841.41,3217397.62,2362079.1,235825,5-story shear model,pending,,,,,,
